"Fusions"	"Cancer_Types"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"ACER3--PPME1"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACER3--THRSP"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACER3--UVRAG"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACIN1--ACIN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACIN1--DTWD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACIN1--PTPRN2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACIN1--RIN3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACKR2--CHST10"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACKR2--RUNX1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACLY--CNP"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACLY--DNAJC7"	"BRCA,BRCA"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"ACLY--NEUROD2"	"ESCA,ESCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACLY--WEE1"	"ESCA,ESCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACO1--ACO1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACO1--NFIB"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACO1--TYRP1"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACO2--C22orf25"	"SKCM,SKCM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACO2--EZR"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACO2--FLJ43681"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACO2--PRR5"	"UCEC,UCEC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACO2--TEF"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACO2--ZC3H7B"	"BRCA,LUSC"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACOT1--OAS3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOT11--C8B"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACOT13--CLN5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOT7--ACOT7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOT7--FUCA1"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACOT7--KLHL21"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACOT7--NSMCE2"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACOT7--PLEKHG5"	"ESCA,ESCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACOT7--RPL22"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOT7--TTC34"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOT7--ZCCHC24"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOT9--APOO"	"BRCA,LUSC"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"27"
"ACOX1--PRKAG2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOX1--SRP68"	"BLCA,LUAD"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"6"
"ACOX3--ACOX3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOX3--C1orf106"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOX3--DLGAP4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACOXL--UNC5D"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACP2--KIRREL3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP2--MRVI1-AS1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP5--GTF2F1"	"SKCM,SKCM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACP5--PSAP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP6--BCL9"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACP6--PRIM2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--ATP2C1"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACPP--AXL"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--CASC11"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--GK5"	"UCEC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--MYC"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--PAFAH1B1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--SAFB2"	"PRAD,PRAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACPP--SKIL"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACPP--TMPRSS2"	"PRAD"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACPP--ZNF462"	"PRAD,PRAD"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACR1--GPKOW"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACRBP--MLXIP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSBG1--ABCG1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSBG2--IGFBP5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSBG2--SLC14A2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSF2--ANAPC16"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSF2--CYFIP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSF2--SPAG9"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACSF3--MYH7B"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSL1--CAPZB"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--ACSL3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--LINC00592"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--MKI67IP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL3--PHGDH"	"LUAD,LUAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACSL3--SGPP2"	"PRAD,PRAD"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACSL4--ACSL4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL4--AMMECR1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL4--ARRDC3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSL6--ACSL6"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSM1--DNAH3"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSM2A--ACSM1"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSM2B--CYP3A4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS1--PHACTR3"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS1--SPTLC1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS1--ZNF131"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS2--AMBRA1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS2--GSS"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSS3--CYP39A1"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACSS3--KRT77"	"SARC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACSS3--STAU2"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTA1--GAS7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTA1--H19"	"HNSC"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTA1--SYVN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--ACO2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--ACTB"	"NA,NS"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"3"
"ACTB--ACTG1"	"HNSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--AGAP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--BSG"	"SARC"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTB--CBX5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--FMN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--HERPUD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--HIPK2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--ISY1-RAB43"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--LOC100507412"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTB--OSBPL3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--RPS16"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTB--SUPV3L1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTB--THBS3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTC1--ACTA1"	"UCS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--ACTG1"	"NA"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"ACTG1--CD74"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--COL5A1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--DGCR6L"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MEIS3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MEPCE"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MROH7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--MYB"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTG1--PIGR"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--PLEKHA5"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTG1--RPS5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--SLC25A44"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--TADA2B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG1--TMSB10"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG2--ACTA1"	"UCS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG2--ACTG2"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTG2--ALK"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTG2--ERCC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTG2--REG3G"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL6A--ACTL6A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL6A--ALG3"	"HNSC,HNSC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTL6A--MRPL47"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL6A--XPC"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTL8--ACOX1"	"ESCA,ESCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN1--ACTN1"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTN1--CNOT10"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN1--FLOT2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN1--KDM6B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN1--SCGN"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN1--SERPINE1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN2--ACTN2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN2--CHRM3"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--ACTN1"	"BRCA"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"26"
"ACTN4--ACTN4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--CAPN12"	"STAD"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"41"
"ACTN4--CAPZB"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--DAB2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--DAZAP1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--DLGAP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--DSG2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--EIF3K"	"LUSC,LUSC"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"5"
"ACTN4--ETV5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--FTO"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTN4--MALAT1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MAP4K1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MGST2"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--MLL"	"acute lymphoblastic leukemia;lymphoblastic lymphoma"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MYO15A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--MZB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--RPS16"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--SERPING1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--TIMM50"	"PRAD"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTN4--U2AF1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--URM1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTN4--YIF1B"	"LUAD,LUAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACTR1A--ACTR1A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1A--OBFC1"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTR1A--SLC2A1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1B--FAM53C"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1B--HLA-B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR1B--RDX"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR2--ADAMTS2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR2--EIF4A2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR2--TSGA10"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTR3--ABT1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--ALB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--KDM3A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--RPS6KA3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3--XIST"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3B--JMJD1C"	"COAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3B--PARK7"	"LGG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3C--AUH"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR3C--SFTPB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR5--FBXO18"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR5--RPRD1B"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACTR6--ACTR6"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACTR8--NDUFC2-KCTD14"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVR1--CCDC148"	"LUAD,LUAD"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ACVR1--NFATC1"	"OV,OV"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ACVR1--SGCD"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVR1C--MESDC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVR2A--AKT3"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACVR2A--CASP8"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACVR2A--SUMO1"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ACVRL1--ACVRL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACVRL1--SH3D19"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ACY1--MC1R"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ACYP2--ACYP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"AD000671.1--CEACAM16"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM10--ANKRD11"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM10--FIZ1"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM10--PLAC9"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM10--RER1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM10--ZNF770"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM12--ACIN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--ADAM12"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM12--CLIP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--FLNA"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--GPRC5C"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--NUMA1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PACSIN2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PAPPA2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PARP14"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--PPP2R1A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--RTN4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM12--ST6GALNAC3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM15--DCST1"	"KIRC,KIRC"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAM17--SEC31A"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM17--YWHAQ"	"GBM,GBM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM18--LSM1"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAM18--PPAPDC1B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM19--HPD"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM19--NAT10"	"SARC"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM2--MAVS"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM2--MTMR2"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM23--ADAM23"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM23--CERKL"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM23--PPAP2A"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM28--ADAM28"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM29--PEG10"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM32--ZNF251"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM8--ADAM8"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM9--ADAM9"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM9--ATP6V1H"	"PRAD"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM9--CLYBL"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM9--LOC100130964"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAM9--PROSC"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAM9--RNF170"	"LUAD,LUSC"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"ADAM9--TACC1"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMDEC1--ADAMDEC1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS1--ADAMTS1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS1--C1S"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS10--MLLT1"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAMTS12--AKAP13"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS12--C1QTNF3"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS12--ZFR"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS13--LHX2"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS15--FAM65C"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"ADAMTS16--ETV6"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS17--CERS3"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--LRRC28"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS17--PCDHA8"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS17--RTKN2"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS19--SLC27A6"	"UCEC"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS2--RPL11"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS3--N4BP2L2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS4--ADAMTS4"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS4--F2R"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS4--PDE6D"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS5--CYYR1"	"SARC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS5--GTF3C3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"ADAMTS9--CHL1"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS9--SYNPR"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTS9--ULK4"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"ADAMTSL2--MAPKAP1"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
